,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred__32,8.28745,2.930387772547765,0.2885328024679343,3.0,13.0,3.004084119530956,1.9348434827046754
y_pred__33,6.7207375,4.239318925973888,0.4203415166917105,0.0,15.0,2.7108130674453434,2.2025006904727853
y_pred__34,5.2347625,3.1306627203496666,0.3088233742241469,0.0,11.0,3.657867325178688,1.6692493922963036
y_pred__35,6.8025625,2.4588576480936215,0.24033256019979374,3.0,11.0,3.700339698919811,1.6928284715173774
y_pred__36,5.7525,2.5859415596652675,0.2527256318619068,1.0,10.0,4.473032123863993,1.525808804850539
y_pred__37,11.2148375,3.568537144067308,0.3520962571047689,4.0,16.0,3.8864232728984613,1.7019679712197195
y_pred__38,7.134725,4.239274604737629,0.4203164003833897,2.0,16.0,2.779752261024019,2.1774768069488686
y_pred__39,5.8247875,3.9548783900201525,0.39126364914490525,0.0,13.0,2.455292102118119,2.597467990147209
y_pred__40,9.797375,4.382113429542989,0.43513804257241173,2.0,16.0,3.3807317801440244,1.8128766349241627
y_pred__41,4.4409875,3.1237145395896073,0.3085486126077826,0.0,11.0,4.900392618887902,1.519966172277997
y_pred__42,6.9761625,5.415001779649131,0.5388435253087741,0.0,15.0,2.114333806424745,4.732333752955354
y_pred__43,5.6531,3.207430496520308,0.31598631372656,0.0,11.0,3.1804983855342863,1.8090794622131814
y_pred__44,6.8072,4.658245717004901,0.46325763624305216,0.0,15.0,2.9214556773552687,2.069397730620171
y_pred__45,3.9658125,3.8648956926216123,0.38365984705489775,0.0,11.0,3.9967795175774086,1.6969391526184932
y_pred__46,9.230475,4.80038605472384,0.4764240629352699,1.0,17.0,3.0937055293878557,1.9982382519763864
y_pred__47,11.25585,6.4385278424101875,0.641249101090988,0.0,20.0,2.238596732164847,3.389300291977091
y_pred__48,11.7480125,5.447464070542409,0.5421831756585476,4.0,22.0,2.2400893564673514,3.4757246405808218
y_pred__49,9.57195,16.295798482955064,1.6290159192285383,0.0,42.0,2.1027006778316824,5.644122349906044
y_pred__50,5.3760375,4.636440800721581,0.4602894045648753,0.0,14.0,2.7173453906051486,2.2442244100169364
y_pred__51,0.88175,2.1105134298376838,0.20735091858368987,0.0,5.0,12.135198796317235,1.1165046470845108
y_pred__52,1.2784875,2.3220857461204902,0.22703761754318932,0.0,7.0,6.790959358166831,1.3488728660849094
y_pred__53,4.2472625,3.2370625196464515,0.31978979995410656,0.0,10.0,4.569159977460563,1.5234751101648232
y_pred__54,5.8355,3.536568216506023,0.34965102959951366,1.0,13.0,7.523978323352911,1.2820249223320934
y_pred__55,8.6668625,2.8418755965193188,0.27900223313118394,3.0,13.0,3.778267415814141,1.6522227168647003
y_pred__56,10.956075,5.083416232650185,0.5054356264711164,3.0,19.0,3.6539902317846797,1.7517740139222888
y_pred__57,7.7236,3.1366109162594595,0.3077514339324839,1.0,12.0,4.066763084871031,1.5579804489800695
y_pred__58,6.76555,4.131662280183449,0.40968739009151844,1.0,15.0,3.4294273793153023,1.7907730643470898
y_pred__59,7.3407375,2.8732186578969614,0.28215031792412976,2.0,12.0,4.148966369891593,1.565901167824582
y_pred__60,7.342175,3.088274804706129,0.3044148421664916,2.0,12.0,3.120497792100997,1.852131886371285
y_pred__61,6.5432,3.019123839792129,0.29661763861493473,2.0,13.0,4.843808183442237,1.4856685695790985
y_pred__62,6.6719875,2.925012017042848,0.28722691764036934,1.0,11.0,3.336581440242667,1.8015546811033325
y_pred__63,6.2069625,5.718452939700997,0.5696953070652657,0.0,18.0,2.224241321761368,3.556916354224409
y_pred__64,12.605775,7.399340284740386,0.7378087886988403,2.0,27.0,2.4819339217769625,2.7034289149955653
y_pred__65,5.9047,4.466032121469538,0.4428471707033929,0.0,14.0,3.5914405243532994,1.7559093594485446
y_pred__66,5.8952875,4.353469626902843,0.4315673317452185,0.0,16.0,4.138387424114136,1.6674069732001464
y_pred__67,6.8330375,3.5991646285764407,0.35562170440256813,0.0,12.0,3.063516396898972,1.9705212772155878
y_pred__68,6.0946,5.299776017910344,0.5274026832269627,0.0,15.0,2.1473672108645223,4.2650667695234254
y_pred__69,4.7734875,5.379089568631471,0.5355521529502869,0.0,16.0,2.5367021304062454,2.5208604622694724
y_pred__70,3.71765,3.1880877462055097,0.31489464819602764,0.0,9.0,7.060218219439219,1.3405988849733466
y_pred__71,2.186025,2.4716734613176934,0.2422781906842834,0.0,7.0,4.511134980488341,1.5777693540919404
y_pred__72,14.9682,8.650912596947208,0.863470252151167,0.0,27.0,2.1058886753285866,5.088059909755704
y_pred__73,2.409025,3.6786136722104845,0.3659868365887631,0.0,10.0,2.9804254324957826,2.013825850226515
y_pred__74,9.0078,9.71482445338832,0.9703913890023964,0.0,25.0,2.0502388851630173,7.264413401828356
y_pred__75,14.693675,4.345628837622594,0.43162369816629625,5.0,21.0,2.9393021047147667,2.03948475611764
y_pred__76,10.1533125,6.1599377251165,0.6142324461713884,0.0,20.0,2.132302366182533,4.555388465034542
y_pred__77,1.221025,1.3534115964393967,0.12902079335808628,0.0,4.0,17.287504187865363,1.0018958705916239
y_pred__78,6.396875,4.5513311497171385,0.4520119707693039,0.0,14.0,2.440927088835751,2.784001554328839
y_pred__79,10.3989875,5.52973746889199,0.5504602119178892,0.0,19.0,2.4028810258866717,2.804054376117193
y_pred__80,8.6890375,4.1515135581618345,0.4105615593515637,3.0,15.0,3.3422886713388533,1.797617498233383
y_pred__81,6.17665,2.7360180513837,0.2678608470829584,1.0,11.0,11.720373316298607,1.1818360914489539
y_pred__82,4.1937375,3.2226934823326894,0.3178022692527344,0.0,12.0,11.505512048114552,1.0663701267377905
y_pred__83,7.544675,3.8158916578398343,0.3773806461237116,1.0,14.0,2.871753331710831,1.9950503448749213
y_pred__84,8.5580875,3.3526259621894248,0.330233940494746,3.0,14.0,3.29646302832328,1.8008446851300302
y_pred__85,6.8338375,2.6758601464937404,0.26174308506565647,2.0,11.0,7.380083004856154,1.316174884758125
y_pred__86,8.011175,3.989188528933268,0.39489132991716847,2.0,15.0,3.359229807088804,1.8384688236291946
y_pred__87,8.9203875,8.803405554091281,0.8784958387236035,1.0,26.0,2.11923782842266,4.857988464390729
y_pred__88,9.2887125,3.8286854914375854,0.37900652923754163,3.0,16.0,3.7880364360190493,1.7083105039685862
y_pred__89,7.1804875,6.100603393298227,0.6079749508858794,1.0,21.0,2.353494800439823,3.0422212389204635
y_pred__90,3.669725,3.609043283805631,0.3574056805560734,0.0,12.0,4.06848748612305,1.6683240032971192
y_pred__91,7.3596,4.5055535553352435,0.4483583213652892,2.0,16.0,2.461171567700621,2.655379456391967
y_pred__92,8.851625,7.201196765774252,0.7179440155967944,0.0,20.0,2.9497636649063885,2.084961192562603
y_pred__93,4.106925,3.01725322841574,0.2978742333288497,0.0,8.0,3.4850692721224776,1.7524643788575827
y_pred__94,7.5794875,5.809591787494517,0.5780905606215063,0.0,18.0,2.3050121480006696,3.176028958793087
y_pred__95,5.044125,4.624132673741917,0.46007114106815045,0.0,13.0,2.3008838674144747,3.12122311927887
y_pred__96,4.7542,4.12013742003794,0.4090582986873631,0.0,12.0,2.4730744033804615,2.5897289806323704
y_pred__97,9.960875,6.594370268218607,0.657518863916656,0.0,20.0,2.58654473374248,2.531398853898052
y_pred__98,11.8614875,6.832541751599385,0.6809254886951197,2.0,22.0,2.3210525364399555,3.2586227606625373
y_pred__99,4.6709375,7.481028029027125,0.7470971565781706,0.0,22.0,2.250293796055849,3.5575138455508455
y_pred__100,3.6913,4.632262331734763,0.4605721472120302,0.0,13.0,2.9871830971289826,2.068385487982396
y_pred__101,6.4055,6.8320161555714805,0.6812470853148656,0.0,19.0,2.1911952163756334,3.7203511186061062
y_pred__102,7.704325,7.855367674041072,0.783927484174238,0.0,22.0,2.179089952968488,4.084767889297778
y_pred__103,5.8281375,2.818745426796896,0.2761933536350712,1.0,10.0,3.467723714849455,1.7071675996082336
y_pred__104,8.9051,5.022090599541484,0.5000984027169053,1.0,16.0,2.2568812502140916,3.4935964111856412
y_pred__105,8.3603125,6.4220567112374,0.6398195032035889,2.0,22.0,2.2716943065324795,3.3159900318421762
y_pred__106,8.6481,4.384893543746906,0.4352944701865623,0.0,16.0,3.651888973706312,1.7417567208359959
y_pred__107,6.9448,3.74348473484396,0.3708520412172488,1.0,15.0,8.56585614701583,1.1668274382755652
y_pred__108,7.2303625,3.8716980278163526,0.38392436970670085,1.0,14.0,2.5603113030735085,2.404583474423673
y_pred__109,6.5353875,2.3433304770862633,0.22939014643111308,2.0,11.0,10.574085579458973,1.0528656352749166
y_pred__110,6.3627375,4.145154883244015,0.41029577924612814,0.0,15.0,4.7971475666937655,1.5120845535535727
y_pred__111,8.6902,4.888332942834744,0.4861058117580986,3.0,21.0,4.223966780269313,1.6805269201237993
y_pred__112,4.1046,3.5471092230156187,0.35096298544148496,0.0,12.0,2.750890139034297,2.2619073047903893
y_pred__113,3.9416625,3.516857153210393,0.34779971474929,0.0,11.0,2.394300227521815,2.796787645372758
y_pred__114,8.1018,4.563286837355777,0.4521929732979052,0.0,16.0,4.882444417229999,1.5234665367241451
y_pred__115,4.594275,2.470822175790406,0.24082412292220642,0.0,9.0,3.13249772576528,1.8455899693619486
y_pred__116,6.0584625,3.5763731119802524,0.35405462010428207,0.0,14.0,4.3625586211882785,1.5844705003510642
y_pred__117,2.439825,3.014557010469661,0.2968096801929648,0.0,9.0,11.786795447283236,1.1040082422221316
y_pred__118,3.9342875,3.9003101629676653,0.3871896048187341,0.0,10.0,2.606777996539477,2.445915901534297
y_pred__119,4.8408875,3.09560102602851,0.3046562029028582,0.0,9.0,3.37806715774522,1.7294694282984897
y_pred__120,1.5606375,2.8109336693684592,0.2773787806721839,0.0,9.0,8.96892457237698,1.2108129609552691
y_pred__121,6.2001125,4.340186342471762,0.43168701013255834,0.0,12.0,2.7611745483906116,2.3103295451529235
y_pred__122,3.6869,5.081354975791615,0.5065133122263423,0.0,14.0,2.891270270568871,2.1052422654052187
y_pred__123,6.4841125,5.734866832571895,0.5715989777301806,0.0,17.0,2.266402319722952,3.248945250297557
y_pred__124,4.2538,4.272509281440499,0.4251488018623597,0.0,11.0,2.3436738657205405,2.8945703581177162
y_pred__125,6.0145375,5.987436944224546,0.5964661014715652,0.0,17.0,3.187551730035969,1.9356060949937728
y_pred__126,3.8611625,2.0498564946344575,0.19941870230669817,0.0,7.0,19.82692519291239,1.0163692459748808
y_pred__127,6.3496625,2.620514956281847,0.25609452042593084,0.0,10.0,9.528804980511733,1.2547487956649404
y_pred__128,13.1222,3.1915775346993107,0.3155158069138534,8.0,19.0,2.7538784652395045,2.1425212587079514
y_pred__129,6.77065,3.08711816707714,0.30430480991515724,1.0,12.0,8.807241837567735,1.2779322639844974
y_pred__130,4.6594625,2.6984665480778127,0.2640663702408686,0.0,9.0,3.570164055743963,1.698530927371449
y_pred__131,5.7610375,3.733889985471841,0.36911059278309455,0.0,14.0,8.320854512550213,1.287822819732884
y_pred__132,8.417525,2.8061090275287666,0.275569636151645,3.0,14.0,8.159487052774319,1.2528666155907735
y_pred__133,7.0027125,2.6286555769725526,0.25771772412794486,2.0,11.0,3.958826392021266,1.6302085844682963
y_pred__134,9.2341375,2.8622267784169395,0.28109837340277777,5.0,15.0,2.9670866888233287,1.9377796641219662
y_pred__135,5.563825,2.8802259233221683,0.280392838164155,0.0,12.0,5.9347651487301425,1.396555452421225
y_pred__136,5.522575,3.4814207400678803,0.3444629415027834,0.0,11.0,3.196409132740226,1.837435294377799
y_pred__137,10.938625,5.7640704462525205,0.5734277228049321,2.0,21.0,2.911820934591647,2.163401808106031
y_pred__138,5.4196375,3.998467439983612,0.39621135469871066,0.0,12.0,2.59003366925252,2.3112911664001587
y_pred__139,8.6317125,7.591327408119212,0.7570498589622003,0.0,22.0,2.100684046470833,5.167215503663107
y_pred__140,4.5609625,3.007737284670928,0.2952908840528056,0.0,9.0,10.692336541714564,1.0797385936928774
y_pred__141,4.1953625,3.5968348577034424,0.35528538937688875,0.0,9.0,4.294335805613466,1.547654668968148
y_pred__142,2.3515375,2.8150637445888385,0.27825095005172484,0.0,8.0,2.7498314738610894,2.22356075791467
y_pred__143,16.154425,9.46958435832065,0.9453324125043265,0.0,29.0,2.193634165980669,3.9062345856360827
y_pred__144,3.3957,5.032012173076262,0.5018052480544618,0.0,12.0,2.231908514750871,3.681069286593201
y_pred__145,7.1897625,4.6993858847320125,0.46761736016714295,0.0,13.0,3.1788951944005692,1.9131002461789905
y_pred__146,4.9984375,3.4799296054092057,0.3438251137819741,0.0,11.0,3.299287185292734,1.7745025117860622
y_pred__147,10.6827625,8.577200759489607,0.8564456129286245,0.0,24.0,2.1629541761246776,4.22974252917359
y_pred__148,6.7254875,6.430879052457089,0.6415884386853363,0.0,17.0,2.2039897085127844,3.8503184659772813
y_pred__149,5.3026625,5.699737530018473,0.5673411189087985,0.0,19.0,2.8383796050477432,2.1841655997894547
y_pred__150,6.6838875,3.553369582149671,0.35138721959141817,1.0,13.0,3.97846213495789,1.6634004711374732
y_pred__151,7.8759,2.49427327893403,0.24334329344056305,4.0,12.0,8.513626247838557,1.2396613853095073
y_pred__152,9.3906,2.30568463584999,0.224762230256776,5.0,14.0,8.836317197994786,1.2539640664890028
y_pred__153,5.9854625,3.9863957607209897,0.39479863010107763,0.0,14.0,3.636374029769448,1.7712828095868214
y_pred__154,3.9460125,2.465582659301248,0.24042252630460292,0.0,8.0,8.461789766533927,1.2572794168829629
y_pred__155,6.8206,3.8246817697689974,0.3784720900707211,0.0,13.0,3.2469596201944264,1.8234931179774827
y_pred__156,9.2176375,3.4171291193919906,0.337475180057271,4.0,16.0,3.5877975243155755,1.7390162481921247
y_pred__157,7.1529,2.560580322895948,0.24989276192499058,2.0,12.0,11.851143460926878,1.1500669337869625
y_pred__158,9.1959,3.336880757533952,0.3289035231264633,3.0,17.0,5.0393917584736,1.5241193782166476
y_pred__159,5.3675875,3.3681993601691813,0.33265844779922166,0.0,11.0,4.23354402429003,1.576673736826597
y_pred__160,2.5566125,2.4192085533992844,0.2373654324658237,0.0,8.0,7.976812035185229,1.2381143644543653
y_pred__161,4.386175,3.7305922947135643,0.36943898507568207,0.0,13.0,2.92594042517058,2.1195681519678784
y_pred__162,4.5171375,3.5016826392601708,0.34641222476579475,0.0,13.0,4.409358849702681,1.5731904085908273
y_pred__163,8.436625,6.34942781747815,0.6329406198698659,0.0,18.0,2.264094642420845,3.3995457742352273
y_pred__164,4.8988125,4.013673328741875,0.3971780080986201,0.0,12.0,3.612885292081406,1.7437344633752832
y_pred__165,1.5559,1.5576023850773364,0.14886406139495187,0.0,5.0,17.05315899220236,1.1138628219536812
y_pred__166,3.6142375,3.392056867681312,0.33582516512269817,0.0,11.0,4.0298862126230794,1.6344744235719337
y_pred__167,5.531275,5.170178611458186,0.5145142685035566,0.0,14.0,2.4150357194861396,2.761897793510824
y_pred__168,9.75605,11.91793872268362,1.1907508942259923,0.0,32.0,2.176219394106575,4.349966307539603
y_pred__169,5.23515,5.005662241653294,0.4982089666620825,0.0,12.0,2.2685616617836466,3.2665086212690935
y_pred__170,6.8059625,5.908750878874039,0.5886200094965235,0.0,15.0,2.3442470317940542,2.959204427766588
y_pred__171,3.193725,4.748791490934273,0.47307996416435766,0.0,12.0,2.1536316440016385,4.145546075810893
y_pred__172,1.473825,2.5579513031677052,0.2523162368561524,0.0,8.0,10.64074160813362,1.1464987434811853
y_pred__173,7.392525,3.7575289918208012,0.37225103424134365,0.0,13.0,10.10931525385045,1.0870963162389256
y_pred__174,10.2617,6.006304030766334,0.5979262970676236,1.0,19.0,2.2856289154127314,3.171742083239283
y_pred__175,10.3425125,5.599459588869362,0.5579892719888865,4.0,21.0,2.3751682776695118,2.953651314448258
y_pred__176,10.553725,1.9321525882746056,0.18651518368151693,7.0,14.0,5.255454718388416,1.4362914219904355
y_pred__177,7.304675,2.6432930492804494,0.25861448179433033,2.0,12.0,5.5078566542062095,1.4097615015350413
y_pred__178,5.106925,3.0461396954825246,0.3002239843121298,1.0,12.0,6.988502198362311,1.3772707936684547
y_pred__179,6.776775,3.1863059488032213,0.3141112950551922,0.0,12.0,3.0647161583994325,1.9471337022382678
y_pred__180,9.3050125,3.0647683231925162,0.3012959365884105,3.0,14.0,8.01364814570737,1.2933279183364026
y_pred__181,5.7569375,3.1399375982799755,0.30814823612944386,0.0,12.0,4.283623783129776,1.5082896181892302
y_pred__182,4.7842125,4.365400698085131,0.4339118497225992,0.0,18.0,5.388179453450008,1.4792271613929744
y_pred__183,5.0962625,4.008343926249829,0.3969603902213513,0.0,14.0,3.321475289296696,1.8130804796827757
y_pred__184,8.453175,2.755414201054418,0.27019058402126084,4.0,14.0,4.690732721506021,1.5100590129351463
y_pred__185,9.8866125,7.387950038734995,0.7372115249995672,1.0,24.0,2.083538885830278,5.535301378314453
y_pred__186,10.753675,7.643063783219198,0.7620406126029308,0.0,25.0,2.558418896134145,2.5443301435611723
y_pred__187,6.0068625,4.888480378001071,0.4861039361259971,0.0,15.0,2.2408418802692145,3.465805337542758
y_pred__188,3.9004875,5.266332667267884,0.5247530377160169,0.0,15.0,2.3349173689733864,3.0435606205356693
y_pred__189,4.0082375,3.817380599781781,0.3779929625233617,0.0,11.0,2.9883238476358724,1.9990251583202292
y_pred__190,8.4927125,5.177467710410244,0.5145699342214696,0.0,17.0,2.7389465812718594,2.304726558193027
y_pred__191,4.2867125,6.1350719997686065,0.6117631360090992,0.0,18.0,2.1815757278691446,4.14692372942115
y_pred__192,6.5197125,7.97698636186651,0.7962666709116284,0.0,22.0,2.2147217967948745,3.8815724622961794
y_pred__193,8.59715,8.537668702721131,0.8520507825021347,0.0,25.0,2.2327179550020113,3.745021935181033
y_pred__194,11.6543875,7.855860201140707,0.783704397496076,0.0,26.0,2.476777991505145,2.7418264295535484
y_pred__195,8.657125,5.122322396568144,0.5093906683173044,0.0,19.0,5.330207442716107,1.4802765218474983
y_pred__196,5.0235,4.776659162006441,0.47534853923200393,0.0,13.0,3.0706592600559537,1.988534506673571
y_pred__197,5.723525,5.459034857405895,0.5435947563960215,0.0,16.0,2.3933626452482746,2.7755856953720466
y_pred__198,7.03445,7.1516790474343575,0.7133220197428367,0.0,22.0,2.2768052643905907,3.423576312482415
y_pred__199,5.2088125,2.4265376238270764,0.23594206543596147,1.0,10.0,14.461431486260903,1.1432150464361512
y_pred__200,9.5571875,3.410447857666086,0.3362522464492802,4.0,15.0,3.5139536042495596,1.684235145245268
y_pred__201,6.1924875,2.2657363179203074,0.2199840615639858,2.0,10.0,13.33044678115206,1.1063579752036945
y_pred__202,6.666225,5.135595802765411,0.5107204898413122,1.0,17.0,2.3424715238807767,3.031267981658646
y_pred__203,11.504475,8.071392691126936,0.8051577906651278,1.0,23.0,2.2524661267205355,3.4049344299785695
y_pred__204,6.0391,2.6890744113916942,0.2640982795759942,1.0,11.0,7.346531368725604,1.309431293708641
y_pred__205,7.5965875,2.8725373548209827,0.2815889362478354,2.0,13.0,3.63159996419293,1.675301890512395
y_pred__206,6.3687,3.8758334987474954,0.38417911021423323,1.0,16.0,3.864402345311411,1.6799549680829327
y_pred__207,7.716,5.65836716730295,0.5632741092820617,1.0,17.0,2.40360169675334,2.8266772918512064
y_pred__208,5.1023,3.438198614101561,0.3393490301849999,0.0,12.0,2.920616979962954,2.0064424936077967
y_pred__209,7.05205,4.540249530312683,0.4506255234116239,0.0,17.0,2.9965967630979238,1.9667421904544369
y_pred__210,3.4454375,1.9426072515036124,0.18631933137006346,0.0,7.0,8.14383451120775,1.265024079368753
y_pred__211,5.9481,3.24087278213705,0.3191856456672198,0.0,11.0,4.118608761052329,1.567687411029087
y_pred__212,2.307025,2.0760023240295165,0.20261985247934122,0.0,7.0,7.486091362007527,1.3220080098184521
y_pred__213,4.1474,4.18249605379236,0.41496635205459736,0.0,11.0,3.124397416419748,1.9638553608293567
y_pred__214,4.710175,3.932092505189089,0.38922736889092213,0.0,12.0,3.033699002020569,1.9377211282330733
y_pred__215,6.3892125,3.7963832959597936,0.3759801759464021,0.0,12.0,3.9987598114660248,1.6455916153279895
y_pred__216,7.249025,4.034493344817511,0.39934805682981606,0.0,13.0,2.571095803329571,2.3618801583241944
y_pred__217,9.079425,5.561622215624904,0.5533234153786102,0.0,17.0,3.1722236913420603,1.917930738866198
y_pred__218,3.8404125,5.819221969459328,0.5807933066222333,0.0,16.0,2.234068707366262,3.6412805025541912
y_pred__219,7.0759875,7.362778918309201,0.7350191362931906,0.0,20.0,2.367013156087197,3.0309572366634017
y_pred__220,8.5681125,5.686570643833706,0.5668404866822654,0.0,18.0,2.5281622700741653,2.611058724430257
y_pred__221,2.2980875,2.533847142653902,0.24885561542727444,0.0,8.0,8.717203990955902,1.1805189703278025
y_pred__222,6.8245875,2.9315086482641006,0.2880356027554363,3.0,13.0,3.5827943952234027,1.8446776992692127
y_pred__223,9.93875,4.757688350185967,0.47226991951107794,3.0,18.0,2.466394180190106,2.634953263230206
y_pred__224,14.4259625,6.227974666662051,0.6204268409366953,3.0,24.0,2.4636707550965586,2.699345399199945
y_pred__225,8.8875,5.110067881153349,0.5082712221958863,3.0,21.0,3.160005847486919,1.9265346198763897
y_pred__226,5.270075,3.3410603847236233,0.3306554895298882,0.0,12.0,3.541740384833514,1.7214415764503923
y_pred__227,8.9051625,5.27987626262141,0.5249968945309937,0.0,19.0,5.112550993529588,1.549965294101345
y_pred__228,7.0225625,2.5064274243601443,0.2447584525959982,1.0,10.0,3.1522796979943277,1.8302914398277288
y_pred__229,8.7225375,5.080416032285018,0.5045542313068908,0.0,16.0,2.7398580932465166,2.193948061241145
y_pred__230,6.92705,3.001999882994066,0.29460371821737075,1.0,12.0,8.518802804919693,1.2519583178745053
y_pred__231,8.887625,4.239660583040238,0.41996764551718746,1.0,15.0,3.1626056202892108,1.9631083634984767
y_pred__232,9.46435,6.1207805121154335,0.6093137957674191,2.0,20.0,2.63114105068527,2.4255274896952277
y_pred__233,4.760575,3.4482315278082236,0.3409187620515333,0.0,11.0,2.535948887304423,2.375580237279942
y_pred__234,4.051275,4.263328614401941,0.4229251935848112,0.0,14.0,3.301499701144858,1.8373068881479615
y_pred__235,4.0327625,3.652227281891724,0.3611629087471297,0.0,12.0,6.142846509211461,1.3837475079280597
y_pred__236,10.072825,4.460047255286798,0.44303029616353556,1.0,17.0,2.5670995327216524,2.446896722861531
y_pred__237,4.0968625,5.353851898969324,0.533632432747193,0.0,15.0,2.2762377777094565,3.2932055362876844
y_pred__238,7.7868125,3.9315504053558783,0.3900301548338122,1.0,15.0,2.7890727291334354,2.159618495285897
y_pred__239,9.6813375,5.987173098471482,0.5966064435766576,0.0,17.0,2.1931755904240657,3.9617348167098534
y_pred__240,7.0243125,7.116415628834986,0.7102781555434374,0.0,19.0,2.204770566400902,3.7626516117796154
y_pred__241,4.87645,6.078902894230229,0.6064369435275196,0.0,19.0,2.621874295751534,2.4347342874140274
y_pred__242,8.6753625,3.690934569128712,0.36509241822063015,3.0,16.0,2.770735293628864,2.157273516764754
y_pred__243,0.765225,1.3086847211517114,0.12571825441736773,0.0,4.0,12.194502471414031,1.165985483334675
y_pred__244,0.8412875,1.6334160040672625,0.1608781424081205,0.0,6.0,12.432754530018963,1.123128042470419
y_pred__245,5.873525,4.871286182762425,0.48410571139602354,0.0,16.0,2.495626281384537,2.602775036164343
y_pred__246,9.419975,6.25528744338532,0.6224092870601707,1.0,21.0,2.2043435276134358,3.7135531350105753
y_pred__247,5.48125,2.876060402268732,0.283904661043985,0.0,11.0,3.3899285803139247,1.7952690555251756
y_pred__248,12.9436125,5.530769200557996,0.5501491763305545,4.0,22.0,3.3394091947488405,1.9081354877122114
y_pred__249,5.973975,3.236251334395767,0.31973045111273024,2.0,12.0,7.291319696992706,1.3118623966090122
y_pred__250,9.122775,5.892245013521527,0.5865989842356105,1.0,19.0,2.401122393463152,2.8763369863381434
y_pred__251,6.381525,2.5445753426401674,0.24998242474472082,2.0,11.0,4.548059130999213,1.5215320092443056
y_pred__252,10.44805,6.619365618964162,0.6600898938118201,1.0,22.0,2.222032448935318,3.651913918333202
