,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred__947,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__948,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__949,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__950,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__951,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__952,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__953,10.0,0.0,0.0,10.0,10.0,,
y_pred__954,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__955,9.805,0.630059520997818,0.06280724480503821,9.0,10.0,,1.070743652593324
y_pred__956,10.0,0.0,0.0,10.0,10.0,,
y_pred__957,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__958,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__959,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__960,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__961,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__962,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__963,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__964,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__965,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__966,9.88,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__967,10.0,0.0,0.0,10.0,10.0,,
y_pred__968,10.0,0.0,0.0,10.0,10.0,,
y_pred__969,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__970,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__971,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__972,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__973,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__974,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__975,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__976,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__977,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__978,9.97,0.8118497397917921,0.08056674251823763,8.0,10.0,,1.169579279427654
y_pred__979,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__980,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__981,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__982,10.0,0.0,0.0,10.0,10.0,,
y_pred__983,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__984,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__985,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__986,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__987,10.0,0.0,0.0,10.0,10.0,,
y_pred__988,10.0,0.0,0.0,10.0,10.0,,
y_pred__989,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__990,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__991,10.0,0.0,0.0,10.0,10.0,,
y_pred__992,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__993,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__994,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__995,10.0,0.0,0.0,10.0,10.0,,
y_pred__996,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__997,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__998,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__999,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1000,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1001,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1002,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1003,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1004,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__1005,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1006,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1007,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1008,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1009,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__1010,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1011,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1012,10.0,0.0,0.0,10.0,10.0,,
y_pred__1013,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1014,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1015,10.0,0.0,0.0,10.0,10.0,,
y_pred__1016,10.225,0.790174031463955,0.07758060324591451,10.0,13.0,,1.189237450758138
y_pred__1017,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1018,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1019,10.0,0.0,0.0,10.0,10.0,,
y_pred__1020,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1021,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__1022,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1023,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1024,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1025,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__1026,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1027,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1028,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1029,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1030,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1031,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1032,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1033,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__1034,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1035,10.0,0.0,0.0,10.0,10.0,,
y_pred__1036,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1037,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1038,10.0,0.0,0.0,10.0,10.0,,
y_pred__1039,10.0,0.0,0.0,10.0,10.0,,
y_pred__1040,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1041,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1042,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1043,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1044,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1045,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1046,10.0,0.0,0.0,10.0,10.0,,
y_pred__1047,10.0,0.0,0.0,10.0,10.0,,
y_pred__1048,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1049,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1050,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1051,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1052,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1053,10.0,0.0,0.0,10.0,10.0,,
y_pred__1054,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1055,9.77,0.6380438856379699,0.0630158710167526,8.0,10.0,,1.1091950184030641
y_pred__1056,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1057,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1058,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1059,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1060,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1061,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1062,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1063,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1064,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1065,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1066,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1067,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1068,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1069,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__1070,9.775,0.790174031463955,0.07758060324591451,7.0,10.0,,1.189237450758138
y_pred__1071,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__1072,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1073,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1074,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__1075,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1076,10.0,0.0,0.0,10.0,10.0,,
y_pred__1077,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1078,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1079,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1080,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__1081,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1082,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1083,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1084,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1085,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1086,10.0,0.0,0.0,10.0,10.0,,
y_pred__1087,10.0,0.0,0.0,10.0,10.0,,
y_pred__1088,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1089,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1090,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1091,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__1092,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1093,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1094,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1095,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1096,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1097,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1098,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1099,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1100,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1101,10.0,0.0,0.0,10.0,10.0,,
y_pred__1102,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__1103,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1104,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1105,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1106,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1107,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1108,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1109,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1110,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1111,10.0,0.0,0.0,10.0,10.0,,
y_pred__1112,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1113,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1114,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1115,10.0,0.0,0.0,10.0,10.0,,
y_pred__1116,10.0,0.0,0.0,10.0,10.0,,
y_pred__1117,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__1118,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1119,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1120,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1121,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1122,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1123,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1124,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1125,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1126,10.0,0.0,0.0,10.0,10.0,,
y_pred__1127,10.0,0.0,0.0,10.0,10.0,,
y_pred__1128,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1129,10.0,0.0,0.0,10.0,10.0,,
y_pred__1130,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1131,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__1132,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1133,10.0,0.0,0.0,10.0,10.0,,
y_pred__1134,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1135,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__1136,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__1137,10.0,0.0,0.0,10.0,10.0,,
y_pred__1138,10.0,0.0,0.0,10.0,10.0,,
y_pred__1139,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1140,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1141,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1142,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1143,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1144,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1145,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1146,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__1147,10.0,0.0,0.0,10.0,10.0,,
y_pred__1148,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1149,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1150,10.0,0.0,0.0,10.0,10.0,,
y_pred__1151,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__1152,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1153,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1154,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1155,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1156,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1157,10.0,0.0,0.0,10.0,10.0,,
y_pred__1158,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1159,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1160,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1161,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1162,10.0,0.0,0.0,10.0,10.0,,
y_pred__1163,10.0,0.0,0.0,10.0,10.0,,
y_pred__1164,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1165,10.0,0.0,0.0,10.0,10.0,,
y_pred__1166,10.0,0.0,0.0,10.0,10.0,,
y_pred__1167,9.88,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__1168,9.855,0.9022056306629891,0.08896488071143578,7.0,10.0,,1.2001606417438886
y_pred__1169,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1170,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1171,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1172,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1173,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1174,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1175,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1176,10.0,0.0,0.0,10.0,10.0,,
y_pred__1177,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1178,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1179,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1180,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1181,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1182,10.0,0.0,0.0,10.0,10.0,,
y_pred__1183,10.0,0.0,0.0,10.0,10.0,,
y_pred__1184,10.0,0.0,0.0,10.0,10.0,,
y_pred__1185,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1186,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1187,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__1188,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1189,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1190,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1191,10.0,0.0,0.0,10.0,10.0,,
y_pred__1192,10.0,0.0,0.0,10.0,10.0,,
y_pred__1193,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1194,10.0,0.0,0.0,10.0,10.0,,
y_pred__1195,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1196,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1197,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1198,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1199,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1200,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1201,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1202,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1203,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1204,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__1205,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1206,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1207,10.07,0.6746109990209183,0.0667158152164837,10.0,12.0,,1.1892374507581376
y_pred__1208,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1209,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1210,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1211,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__1212,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__1213,10.0,0.0,0.0,10.0,10.0,,
y_pred__1214,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__1215,10.0,0.0,0.0,10.0,10.0,,
y_pred__1216,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1217,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1218,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1219,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1220,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1221,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1222,10.0,0.0,0.0,10.0,10.0,,
y_pred__1223,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1224,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1225,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__1226,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__1227,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1228,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1229,9.88,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__1230,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__1231,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__1232,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1233,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__1234,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1235,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__1236,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1237,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1238,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__1239,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__1240,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__1241,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1242,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1243,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__1244,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__1245,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__1246,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__1247,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
hyper_alpha_sd,17.1203324087708,1.8918196008894415,0.16431323984699855,13.107512626108102,19.994128615497672,46.235818382599604,1.0043962094577419
hyper_alpha_mu,11.928989844172495,1.9437629551252475,0.1543341223359125,8.047711924829699,15.595077754253497,76.52056382912994,1.0078661653983079
hyper_mu_sd,1.2092225267239327,0.24360081517088955,0.01250412512314994,0.7471549335853707,1.6585677814806796,415.3651154395332,1.002424016260225
hyper_mu_mu,6.796900927384768,0.291940466896278,0.01288953433200796,6.215816773504963,7.322311465227802,618.3947512603369,0.9967296634110884
alpha__0,0.3980515144060235,0.07822202010707502,0.003223459533210254,0.2623365355756846,0.5577862111532076,750.7673623731357,0.9983200296215029
alpha__1,0.3352962944844334,0.07000558563335832,0.0032151282067197267,0.2075751831530603,0.47484982641219087,537.8688922977677,0.9954028983386184
alpha__2,0.31877363114985435,0.06335035504420429,0.002795723111560216,0.22291013873860327,0.455161797480224,652.2501071097693,0.9992320369826677
